INT_ID,Angle,Front_to_Rear,Head_On,Sideswipe_Same_Dir,Sideswipe_Opp_Dir,Parked_Veh,Rear_to_Side,Rear_to_Rear,Single_Veh,Sev_1,Sev_2,Sev_3,Sev_4,Sev_5,Sev_4-5,Sev_3-5
1972,21,3,2,3,0,1,0,0,6,24,5,7,0,0,0,7
1973,27,14,3,1,1,0,0,0,6,37,11,3,1,0,1,4
1974,38,9,3,2,0,0,0,0,4,44,7,5,0,0,0,5
1975,29,24,1,4,1,1,0,0,5,50,13,1,1,0,1,2
1976,18,24,1,4,0,0,0,0,2,38,9,2,0,0,0,2
1977,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2
1978,9,13,0,0,0,0,0,0,1,19,3,0,1,0,1,1
1979,2,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0
1980,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1981,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
1984,30,33,2,1,1,0,0,0,7,52,10,11,0,1,1,12
1985,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1986,9,6,2,2,0,0,0,0,1,14,5,1,0,0,0,1
1987,8,0,0,0,1,0,0,0,1,4,4,1,0,1,1,2
1988,14,26,1,2,0,0,0,0,3,35,8,2,1,0,1,3
1990,27,38,0,9,0,0,0,0,5,60,11,8,0,0,0,8
1991,11,4,1,0,0,0,0,0,7,19,3,0,0,1,1,1
1993,37,29,2,2,2,1,0,0,0,55,12,6,0,0,0,6
1995,22,15,1,4,1,0,0,0,0,21,16,5,0,1,1,6
1997,22,68,3,9,0,4,0,0,4,80,20,6,3,1,4,10
1998,1,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0
1999,4,3,2,0,0,0,0,0,20,24,2,2,1,0,1,3
2001,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2004,4,2,0,1,0,0,0,0,0,5,0,1,1,0,1,2
2005,7,0,0,0,0,0,0,0,1,3,2,1,2,0,2,3
2008,19,28,0,3,2,1,0,0,4,38,12,7,0,0,0,7
2009,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0
2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,4,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0
2013,22,14,3,2,0,0,0,0,1,21,14,6,1,0,1,7
2015,8,8,0,0,0,0,0,0,1,10,5,1,0,1,1,2
2016,9,9,1,1,0,1,1,0,2,15,6,3,0,0,0,3
2019,5,1,0,1,0,0,0,0,2,6,1,0,2,0,2,2
2024,8,11,1,0,1,0,0,0,2,16,5,2,0,0,0,2
2026,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2035,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2036,9,3,0,0,1,0,0,0,3,8,3,5,0,0,0,5
2039,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2045,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2046,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
2048,3,6,0,0,0,0,0,0,5,8,2,1,1,2,3,4
2049,3,4,1,0,0,0,0,0,3,6,2,2,1,0,1,3
2050,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2051,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2052,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
